Problem Number,Title,Slug,Internal ID,Difficulty,Paid Only,Favorite,Frequency
"1694","Reformat Phone Number","reformat-phone-number","1812","Easy","false","false","0"
"1666","Change the Root of a Binary Tree","change-the-root-of-a-binary-tree","1810","Medium","true","false","0"
"1714","Sum Of Special Evenly-Spaced Elements In Array","sum-of-special-evenly-spaced-elements-in-array","1809","Hard","true","false","0"
"1690","Stone Game VII","stone-game-vii","1808","Medium","false","false","0"
"1689","Partitioning Into Minimum Number Of Deci-Binary Numbers","partitioning-into-minimum-number-of-deci-binary-numbers","1807","Medium","false","false","0"
"1688","Count of Matches in Tournament","count-of-matches-in-tournament","1806","Easy","false","false","0"
"1703","Minimum Adjacent Swaps for K Consecutive Ones","minimum-adjacent-swaps-for-k-consecutive-ones","1805","Hard","false","false","0"
"1702","Maximum Binary String After Change","maximum-binary-string-after-change","1804","Medium","false","false","0"
"1701","Average Waiting Time","average-waiting-time","1803","Medium","false","false","0"
"1700","Number of Students Unable to Eat Lunch","number-of-students-unable-to-eat-lunch","1802","Easy","false","false","0"
"1680","Concatenation of Consecutive Binary Numbers","concatenation-of-consecutive-binary-numbers","1800","Medium","false","false","0"
"1681","Minimum Incompatibility","minimum-incompatibility","1799","Hard","false","false","0"
"1679","Max Number of K-Sum Pairs","max-number-of-k-sum-pairs","1798","Medium","false","false","0"
"1678","Goal Parser Interpretation","goal-parser-interpretation","1797","Easy","false","false","0"
"1660","Correct a Binary Tree","correct-a-binary-tree","1796","Medium","true","false","0"
"1675","Minimize Deviation in Array","minimize-deviation-in-array","1794","Hard","false","false","0"
"1674","Minimum Moves to Make Array Complementary","minimum-moves-to-make-array-complementary","1793","Medium","false","false","0"
"1673","Find the Most Competitive Subsequence","find-the-most-competitive-subsequence","1792","Medium","false","false","0"
"1672","Richest Customer Wealth","richest-customer-wealth","1791","Easy","false","false","0"
"1650","Lowest Common Ancestor of a Binary Tree III","lowest-common-ancestor-of-a-binary-tree-iii","1790","Medium","true","false","0"
"1687","Delivering Boxes from Storage to Ports","delivering-boxes-from-storage-to-ports","1789","Hard","false","false","0"
"1686","Stone Game VI","stone-game-vi","1788","Medium","false","false","0"
"1685","Sum of Absolute Differences in a Sorted Array","sum-of-absolute-differences-in-a-sorted-array","1787","Medium","false","false","0"
"1684","Count the Number of Consistent Strings","count-the-number-of-consistent-strings","1786","Easy","false","false","0"
"1665","Minimum Initial Energy to Finish Tasks","minimum-initial-energy-to-finish-tasks","1784","Hard","false","false","0"
"1664","Ways to Make a Fair Array","ways-to-make-a-fair-array","1783","Medium","false","false","0"
"1663","Smallest String With A Given Numeric Value","smallest-string-with-a-given-numeric-value","1782","Medium","false","false","0"
"1662","Check If Two String Arrays are Equivalent","check-if-two-string-arrays-are-equivalent","1781","Easy","false","false","0"
"1644","Lowest Common Ancestor of a Binary Tree II","lowest-common-ancestor-of-a-binary-tree-ii","1780","Medium","true","false","0"
"1659","Maximize Grid Happiness","maximize-grid-happiness","1778","Hard","false","false","0"
"1657","Determine if Two Strings Are Close","determine-if-two-strings-are-close","1777","Medium","false","false","0"
"1658","Minimum Operations to Reduce X to Zero","minimum-operations-to-reduce-x-to-zero","1776","Medium","false","false","0"
"1656","Design an Ordered Stream","design-an-ordered-stream","1775","Easy","false","false","0"
"1634","Add Two Polynomials Represented as Linked Lists","add-two-polynomials-represented-as-linked-lists","1774","Medium","true","false","0"
"1649","Create Sorted Array through Instructions","create-sorted-array-through-instructions","1772","Hard","false","false","0"
"1648","Sell Diminishing-Valued Colored Balls","sell-diminishing-valued-colored-balls","1771","Medium","false","false","0"
"1647","Minimum Deletions to Make Character Frequencies Unique","minimum-deletions-to-make-character-frequencies-unique","1770","Medium","false","false","0"
"1646","Get Maximum in Generated Array","get-maximum-in-generated-array","1769","Easy","false","false","0"
"1628","Design an Expression Tree With Evaluate Function","design-an-expression-tree-with-evaluate-function","1768","Medium","true","false","0"
"1670","Design Front Middle Back Queue","design-front-middle-back-queue","1767","Medium","false","false","0"
"1671","Minimum Number of Removals to Make Mountain Array","minimum-number-of-removals-to-make-mountain-array","1766","Hard","false","false","0"
"1669","Merge In Between Linked Lists","merge-in-between-linked-lists","1765","Medium","false","false","0"
"1668","Maximum Repeating Substring","maximum-repeating-substring","1764","Easy","false","false","0"
"1642","Furthest Building You Can Reach","furthest-building-you-can-reach","1762","Medium","false","false","0"
"1641","Count Sorted Vowel Strings","count-sorted-vowel-strings","1761","Medium","false","false","0"
"1640","Check Array Formation Through Concatenation","check-array-formation-through-concatenation","1760","Easy","false","false","0"
"1655","Distribute Repeating Integers","distribute-repeating-integers","1758","Hard","false","false","0"
"1654","Minimum Jumps to Reach Home","minimum-jumps-to-reach-home","1757","Medium","false","false","0"
"1653","Minimum Deletions to Make String Balanced","minimum-deletions-to-make-string-balanced","1756","Medium","false","false","0"
"1652","Defuse the Bomb","defuse-the-bomb","1755","Easy","false","false","0"
"1631","Path With Minimum Effort","path-with-minimum-effort","1753","Medium","false","false","0"
"1630","Arithmetic Subarrays","arithmetic-subarrays","1752","Medium","false","false","0"
"1629","Slowest Key","slowest-key","1751","Easy","false","false","0"
"1612","Check If Two Expression Trees are Equivalent","check-if-two-expression-trees-are-equivalent","1750","Medium","true","false","0"
"1626","Best Team With No Conflicts","best-team-with-no-conflicts","1748","Medium","false","false","0"
"1625","Lexicographically Smallest String After Applying Operations","lexicographically-smallest-string-after-applying-operations","1747","Medium","false","false","0"
"1624","Largest Substring Between Two Equal Characters","largest-substring-between-two-equal-characters","1746","Easy","false","false","0"
"1602","Find Nearest Right Node in Binary Tree","find-nearest-right-node-in-binary-tree","1745","Medium","true","false","0"
"1639","Number of Ways to Form a Target String Given a Dictionary","number-of-ways-to-form-a-target-string-given-a-dictionary","1744","Hard","false","false","0"
"1638","Count Substrings That Differ by One Character","count-substrings-that-differ-by-one-character","1743","Medium","false","false","0"
"1637","Widest Vertical Area Between Two Points Containing No Points","widest-vertical-area-between-two-points-containing-no-points","1742","Easy","false","false","0"
"1636","Sort Array by Increasing Frequency","sort-array-by-increasing-frequency","1741","Easy","false","false","0"
"1617","Count Subtrees With Max Distance Between Cities","count-subtrees-with-max-distance-between-cities","1740","Hard","false","false","0"
"1616","Split Two Strings to Make Palindrome","split-two-strings-to-make-palindrome","1739","Medium","false","false","0"
"1615","Maximal Network Rank","maximal-network-rank","1738","Medium","false","false","0"
"1614","Maximum Nesting Depth of the Parentheses","maximum-nesting-depth-of-the-parentheses","1737","Easy","false","false","0"
"1597","Build Binary Expression Tree From Infix Expression","build-binary-expression-tree-from-infix-expression","1736","Hard","true","false","0"
"1610","Maximum Number of Visible Points","maximum-number-of-visible-points","1733","Hard","false","false","0"
"1611","Minimum One Bit Operations to Make Integers Zero","minimum-one-bit-operations-to-make-integers-zero","1732","Hard","false","false","0"
"1609","Even Odd Tree","even-odd-tree","1731","Medium","false","false","0"
"1608","Special Array With X Elements Greater Than or Equal X","special-array-with-x-elements-greater-than-or-equal-x","1730","Easy","false","false","0"
"1586","Binary Search Tree Iterator II","binary-search-tree-iterator-ii","1729","Medium","true","false","0"
"1622","Fancy Sequence","fancy-sequence","1728","Hard","false","false","0"
"1728","Cat and Mouse II","cat-and-mouse-ii","1727","Hard","false","false","0"
"1620","Coordinate With Maximum Network Quality","coordinate-with-maximum-network-quality","1726","Medium","false","false","0"
"1621","Number of Sets of K Non-Overlapping Line Segments","number-of-sets-of-k-non-overlapping-line-segments","1725","Medium","false","false","0"
"1601","Maximum Number of Achievable Transfer Requests","maximum-number-of-achievable-transfer-requests","1723","Hard","false","false","0"
"1600","Throne Inheritance","throne-inheritance","1722","Medium","false","false","0"
"1599","Maximum Profit of Operating a Centennial Wheel","maximum-profit-of-operating-a-centennial-wheel","1721","Medium","false","false","0"
"1598","Crawler Log Folder","crawler-log-folder","1720","Easy","false","false","0"
"1580","Put Boxes Into the Warehouse II","put-boxes-into-the-warehouse-ii","1719","Medium","true","false","0"
"1595","Minimum Cost to Connect Two Groups of Points","minimum-cost-to-connect-two-groups-of-points","1717","Hard","false","false","0"
"1594","Maximum Non Negative Product in a Matrix","maximum-non-negative-product-in-a-matrix","1716","Medium","false","false","0"
"1593","Split a String Into the Max Number of Unique Substrings","split-a-string-into-the-max-number-of-unique-substrings","1715","Medium","false","false","0"
"1592","Rearrange Spaces Between Words","rearrange-spaces-between-words","1714","Easy","false","false","0"
"1570","Dot Product of Two Sparse Vectors","dot-product-of-two-sparse-vectors","1713","Medium","true","false","0"
"1605","Find Valid Matrix Given Row and Column Sums","find-valid-matrix-given-row-and-column-sums","1711","Medium","false","false","0"
"1606","Find Servers That Handled Most Number of Requests","find-servers-that-handled-most-number-of-requests","1710","Hard","false","false","0"
"1604","Alert Using Same Key-Card Three or More Times in a One Hour Period","alert-using-same-key-card-three-or-more-times-in-a-one-hour-period","1709","Medium","false","false","0"
"1603","Design Parking System","design-parking-system","1708","Easy","false","false","0"
"1585","Check If String Is Transformable With Substring Sort Operations","check-if-string-is-transformable-with-substring-sort-operations","1707","Hard","false","false","0"
"1584","Min Cost to Connect All Points","min-cost-to-connect-all-points","1706","Medium","false","false","0"
"1583","Count Unhappy Friends","count-unhappy-friends","1705","Medium","false","false","0"
"1582","Special Positions in a Binary Matrix","special-positions-in-a-binary-matrix","1704","Easy","false","false","0"
"1564","Put Boxes Into the Warehouse I","put-boxes-into-the-warehouse-i","1703","Medium","true","false","0"
"1579","Remove Max Number of Edges to Keep Graph Fully Traversable","remove-max-number-of-edges-to-keep-graph-fully-traversable","1701","Hard","false","false","0"
"1578","Minimum Time to Make Rope Colorful","minimum-time-to-make-rope-colorful","1700","Medium","false","false","0"
"1577","Number of Ways Where Square of Number Is Equal to Product of Two Numbers","number-of-ways-where-square-of-number-is-equal-to-product-of-two-numbers","1699","Medium","false","false","0"
"1576","Replace All ?'s to Avoid Consecutive Repeating Characters","replace-all-s-to-avoid-consecutive-repeating-characters","1698","Easy","false","false","0"
"1554","Strings Differ by One Character","strings-differ-by-one-character","1697","Medium","true","false","0"
"1591","Strange Printer II","strange-printer-ii","1696","Hard","false","false","0"
"1589","Maximum Sum Obtained of Any Permutation","maximum-sum-obtained-of-any-permutation","1695","Medium","false","false","0"
"1590","Make Sum Divisible by P","make-sum-divisible-by-p","1694","Medium","false","false","0"
"1588","Sum of All Odd Length Subarrays","sum-of-all-odd-length-subarrays","1693","Easy","false","false","0"
"1569","Number of Ways to Reorder Array to Get Same BST","number-of-ways-to-reorder-array-to-get-same-bst","1692","Hard","false","false","0"
"1568","Minimum Number of Days to Disconnect Island","minimum-number-of-days-to-disconnect-island","1691","Hard","false","false","0"
"1567","Maximum Length of Subarray With Positive Product","maximum-length-of-subarray-with-positive-product","1690","Medium","false","false","0"
"1566","Detect Pattern of Length M Repeated K or More Times","detect-pattern-of-length-m-repeated-k-or-more-times","1689","Easy","false","false","0"
"1548","The Most Similar Path in a Graph","the-most-similar-path-in-a-graph","1687","Hard","true","false","0"
"1563","Stone Game V","stone-game-v","1685","Hard","false","false","0"
"1562","Find Latest Group of Size M","find-latest-group-of-size-m","1684","Medium","false","false","0"
"1561","Maximum Number of Coins You Can Get","maximum-number-of-coins-you-can-get","1683","Medium","false","false","0"
"1560","Most Visited Sector in  a Circular Track","most-visited-sector-in-a-circular-track","1682","Easy","false","false","0"
"1538","Guess the Majority in a Hidden Array","guess-the-majority-in-a-hidden-array","1681","Medium","true","false","0"
"1575","Count All Possible Routes","count-all-possible-routes","1680","Hard","false","false","0"
"1574","Shortest Subarray to be Removed to Make Array Sorted","shortest-subarray-to-be-removed-to-make-array-sorted","1679","Medium","false","false","0"
"1573","Number of Ways to Split a String","number-of-ways-to-split-a-string","1678","Medium","false","false","0"
"1572","Matrix Diagonal Sum","matrix-diagonal-sum","1677","Easy","false","false","0"
"1553","Minimum Number of Days to Eat N Oranges","minimum-number-of-days-to-eat-n-oranges","1676","Hard","false","false","0"
"1552","Magnetic Force Between Two Balls","magnetic-force-between-two-balls","1675","Medium","false","false","0"
"1551","Minimum Operations to Make Array Equal","minimum-operations-to-make-array-equal","1674","Medium","false","false","0"
"1533","Find the Index of the Large Integer","find-the-index-of-the-large-integer","1672","Medium","true","false","0"
"1547","Minimum Cost to Cut a Stick","minimum-cost-to-cut-a-stick","1669","Hard","false","false","0"
"1542","Find Longest Awesome Substring","find-longest-awesome-substring","1668","Hard","false","false","0"
"1545","Find Kth Bit in Nth Binary String","find-kth-bit-in-nth-binary-string","1667","Medium","false","false","0"
"1544","Make The String Great","make-the-string-great","1666","Easy","false","false","0"
"1522","Diameter of N-Ary Tree","diameter-of-n-ary-tree","1665","Medium","true","false","0"
"1559","Detect Cycles in 2D Grid","detect-cycles-in-2d-grid","1663","Medium","false","false","0"
"1558","Minimum Numbers of Function Calls to Make Target Array","minimum-numbers-of-function-calls-to-make-target-array","1662","Medium","false","false","0"
"1557","Minimum Number of Vertices to Reach All Nodes","minimum-number-of-vertices-to-reach-all-nodes","1661","Medium","false","false","0"
"1556","Thousand Separator","thousand-separator","1660","Easy","false","false","0"
"1537","Get the Maximum Score","get-the-maximum-score","1659","Hard","false","false","0"
"1536","Minimum Swaps to Arrange a Binary Grid","minimum-swaps-to-arrange-a-binary-grid","1658","Medium","false","false","0"
"1535","Find the Winner of an Array Game","find-the-winner-of-an-array-game","1657","Medium","false","false","0"
"1534","Count Good Triplets","count-good-triplets","1656","Easy","false","false","0"
"1516","Move Sub-Tree of N-Ary Tree","move-sub-tree-of-n-ary-tree","1655","Hard","true","false","0"
"1530","Number of Good Leaf Nodes Pairs","number-of-good-leaf-nodes-pairs","1653","Medium","false","false","0"
"1529","Minimum Suffix Flips","minimum-suffix-flips","1652","Medium","false","false","0"
"1528","Shuffle String","shuffle-string","1651","Easy","false","false","0"
"1506","Find Root of N-Ary Tree","find-root-of-n-ary-tree","1650","Medium","true","false","0"
"1546","Maximum Number of Non-Overlapping Subarrays With Sum Equals Target","maximum-number-of-non-overlapping-subarrays-with-sum-equals-target","1649","Medium","false","false","0"
"1541","Minimum Insertions to Balance a Parentheses String","minimum-insertions-to-balance-a-parentheses-string","1648","Medium","false","false","0"
"1540","Can Convert String in K Moves","can-convert-string-in-k-moves","1647","Medium","false","false","0"
"1539","Kth Missing Positive Number","kth-missing-positive-number","1646","Easy","false","false","0"
"1521","Find a Value of a Mysterious Function Closest to Target","find-a-value-of-a-mysterious-function-closest-to-target","1645","Hard","false","false","0"
"1520","Maximum Number of Non-Overlapping Substrings","maximum-number-of-non-overlapping-substrings","1644","Hard","false","false","0"
"1519","Number of Nodes in the Sub-Tree With the Same Label","number-of-nodes-in-the-sub-tree-with-the-same-label","1643","Medium","false","false","0"
"1518","Water Bottles","water-bottles","1642","Easy","false","false","0"
"1500","Design a File Sharing System","design-a-file-sharing-system","1640","Medium","true","false","0"
"1515","Best Position for a Service Centre","best-position-for-a-service-centre","1638","Hard","false","false","0"
"1531","String Compression II","string-compression-ii","1637","Hard","false","false","0"
"1513","Number of Substrings With Only 1s","number-of-substrings-with-only-1s","1636","Medium","false","false","0"
"1512","Number of Good Pairs","number-of-good-pairs","1635","Easy","false","false","0"
"1490","Clone N-ary Tree","clone-n-ary-tree","1634","Medium","true","false","0"
"1526","Minimum Number of Increments on Subarrays to Form a Target Array","minimum-number-of-increments-on-subarrays-to-form-a-target-array","1633","Hard","false","false","0"
"1525","Number of Good Ways to Split a String","number-of-good-ways-to-split-a-string","1632","Medium","false","false","0"
"1524","Number of Sub-arrays With Odd Sum","number-of-sub-arrays-with-odd-sum","1631","Medium","false","false","0"
"1523","Count Odd Numbers in an Interval Range","count-odd-numbers-in-an-interval-range","1630","Easy","false","false","0"
"1505","Minimum Possible Integer After at Most K Adjacent Swaps On Digits","minimum-possible-integer-after-at-most-k-adjacent-swaps-on-digits","1629","Hard","false","false","0"
"1504","Count Submatrices With All Ones","count-submatrices-with-all-ones","1628","Medium","false","false","0"
"1503","Last Moment Before All Ants Fall Out of a Plank","last-moment-before-all-ants-fall-out-of-a-plank","1627","Medium","false","false","0"
"1502","Can Make Arithmetic Progression From Sequence","can-make-arithmetic-progression-from-sequence","1626","Easy","false","false","0"
"1485","Clone Binary Tree With Random Pointer","clone-binary-tree-with-random-pointer","1624","Medium","true","false","0"
"1499","Max Value of Equation","max-value-of-equation","1622","Hard","false","false","0"
"1498","Number of Subsequences That Satisfy the Given Sum Condition","number-of-subsequences-that-satisfy-the-given-sum-condition","1621","Medium","false","false","0"
"1497","Check If Array Pairs Are Divisible by k","check-if-array-pairs-are-divisible-by-k","1620","Medium","false","false","0"
"1496","Path Crossing","path-crossing","1619","Easy","false","false","0"
"1474","Delete N Nodes After M Nodes of a Linked List","delete-n-nodes-after-m-nodes-of-a-linked-list","1618","Easy","true","false","0"
"1510","Stone Game IV","stone-game-iv","1617","Hard","false","false","0"
"1509","Minimum Difference Between Largest and Smallest Value in Three Moves","minimum-difference-between-largest-and-smallest-value-in-three-moves","1616","Medium","false","false","0"
"1508","Range Sum of Sorted Subarray Sums","range-sum-of-sorted-subarray-sums","1615","Medium","false","false","0"
"1489","Find Critical and Pseudo-Critical Edges in Minimum Spanning Tree","find-critical-and-pseudo-critical-edges-in-minimum-spanning-tree","1613","Hard","false","false","0"
"1488","Avoid Flood in The City","avoid-flood-in-the-city","1612","Medium","false","false","0"
"1487","Making File Names Unique","making-file-names-unique","1611","Medium","false","false","0"
"1486","XOR Operation in an Array","xor-operation-in-an-array","1610","Easy","false","false","0"
"1469","Find All The Lonely Nodes","find-all-the-lonely-nodes","1609","Easy","true","false","0"
"1482","Minimum Number of Days to Make m Bouquets","minimum-number-of-days-to-make-m-bouquets","1605","Medium","false","false","0"
"1481","Least Number of Unique Integers after K Removals","least-number-of-unique-integers-after-k-removals","1604","Medium","false","false","0"
"1480","Running Sum of 1d Array","running-sum-of-1d-array","1603","Easy","false","false","0"
"1494","Parallel Courses II","parallel-courses-ii","1587","Hard","false","false","0"
"1493","Longest Subarray of 1's After Deleting One Element","longest-subarray-of-1s-after-deleting-one-element","1586","Medium","false","false","0"
"1492","The kth Factor of n","the-kth-factor-of-n","1585","Medium","false","false","0"
"1491","Average Salary Excluding the Minimum and Maximum Salary","average-salary-excluding-the-minimum-and-maximum-salary","1584","Easy","false","false","0"
"1473","Paint House III","paint-house-iii","1583","Hard","false","false","0"
"1472","Design Browser History","design-browser-history","1582","Medium","false","false","0"
"1471","The k Strongest Values in an Array","the-k-strongest-values-in-an-array","1581","Medium","false","false","0"
"1470","Shuffle the Array","shuffle-the-array","1580","Easy","false","false","0"
"1467","Probability of a Two Boxes Having The Same Number of Distinct Balls","probability-of-a-two-boxes-having-the-same-number-of-distinct-balls","1577","Hard","false","false","0"
"1466","Reorder Routes to Make All Paths Lead to the City Zero","reorder-routes-to-make-all-paths-lead-to-the-city-zero","1576","Medium","false","false","0"
"1465","Maximum Area of a Piece of Cake After Horizontal and Vertical Cuts","maximum-area-of-a-piece-of-cake-after-horizontal-and-vertical-cuts","1575","Medium","false","false","0"
"1464","Maximum Product of Two Elements in an Array","maximum-product-of-two-elements-in-an-array","1574","Easy","false","false","0"
"1477","Find Two Non-overlapping Sub-arrays Each With Target Sum","find-two-non-overlapping-sub-arrays-each-with-target-sum","1573","Medium","false","false","0"
"1476","Subrectangle Queries","subrectangle-queries","1572","Medium","false","false","0"
"1478","Allocate Mailboxes","allocate-mailboxes","1571","Hard","false","false","0"
"1475","Final Prices With a Special Discount in a Shop","final-prices-with-a-special-discount-in-a-shop","1570","Easy","false","false","0"
"1458","Max Dot Product of Two Subsequences","max-dot-product-of-two-subsequences","1569","Hard","false","false","0"
"1457","Pseudo-Palindromic Paths in a Binary Tree","pseudo-palindromic-paths-in-a-binary-tree","1568","Medium","false","false","0"
"1456","Maximum Number of Vowels in a Substring of Given Length","maximum-number-of-vowels-in-a-substring-of-given-length","1567","Medium","false","false","0"
"1455","Check If a Word Occurs As a Prefix of Any Word in a Sentence","check-if-a-word-occurs-as-a-prefix-of-any-word-in-a-sentence","1566","Easy","false","false","0"
"1453","Maximum Number of Darts Inside of a Circular Dartboard","maximum-number-of-darts-inside-of-a-circular-dartboard","1563","Hard","false","false","0"
"1452","People Whose List of Favorite Companies Is Not a Subset of Another List","people-whose-list-of-favorite-companies-is-not-a-subset-of-another-list","1562","Medium","false","false","0"
"1451","Rearrange Words in a Sentence","rearrange-words-in-a-sentence","1561","Medium","false","false","0"
"1450","Number of Students Doing Homework at a Given Time","number-of-students-doing-homework-at-a-given-time","1560","Easy","false","false","0"
"1463","Cherry Pickup II","cherry-pickup-ii","1559","Hard","false","false","0"
"1462","Course Schedule IV","course-schedule-iv","1558","Medium","false","false","0"
"1461","Check If a String Contains All Binary Codes of Size K","check-if-a-string-contains-all-binary-codes-of-size-k","1557","Medium","false","false","0"
"1460","Make Two Arrays Equal by Reversing Subarrays","make-two-arrays-equal-by-reversing-subarrays","1556","Easy","false","false","0"
"1444","Number of Ways of Cutting a Pizza","number-of-ways-of-cutting-a-pizza","1555","Hard","false","false","0"
"1443","Minimum Time to Collect All Apples in a Tree","minimum-time-to-collect-all-apples-in-a-tree","1554","Medium","false","false","0"
"1442","Count Triplets That Can Form Two Arrays of Equal XOR","count-triplets-that-can-form-two-arrays-of-equal-xor","1553","Medium","false","false","0"
"1441","Build an Array With Stack Operations","build-an-array-with-stack-operations","1552","Medium","false","false","0"
"1439","Find the Kth Smallest Sum of a Matrix With Sorted Rows","find-the-kth-smallest-sum-of-a-matrix-with-sorted-rows","1550","Hard","false","false","0"
"1438","Longest Continuous Subarray With Absolute Diff Less Than or Equal to Limit","longest-continuous-subarray-with-absolute-diff-less-than-or-equal-to-limit","1549","Medium","false","false","0"
"1437","Check If All 1's Are at Least Length K Places Away","check-if-all-1s-are-at-least-length-k-places-away","1548","Easy","false","false","0"
"1436","Destination City","destination-city","1547","Easy","false","false","0"
"1449","Form Largest Integer With Digits That Add up to Target","form-largest-integer-with-digits-that-add-up-to-target","1545","Hard","false","false","0"
"1448","Count Good Nodes in Binary Tree","count-good-nodes-in-binary-tree","1544","Medium","false","false","0"
"1447","Simplified Fractions","simplified-fractions","1543","Medium","false","false","0"
"1446","Consecutive Characters","consecutive-characters","1542","Easy","false","false","0"
"1424","Diagonal Traverse II","diagonal-traverse-ii","1539","Medium","false","false","0"
"1423","Maximum Points You Can Obtain from Cards","maximum-points-you-can-obtain-from-cards","1538","Medium","false","false","0"
"1422","Maximum Score After Splitting a String","maximum-score-after-splitting-a-string","1537","Easy","false","false","0"
"1420","Build Array Where You Can Find The Maximum Exactly K Comparisons","build-array-where-you-can-find-the-maximum-exactly-k-comparisons","1535","Hard","false","false","0"
"1419","Minimum Number of Frogs Croaking","minimum-number-of-frogs-croaking","1534","Medium","false","false","0"
"1418","Display Table of Food Orders in a Restaurant","display-table-of-food-orders-in-a-restaurant","1533","Medium","false","false","0"
"1417","Reformat The String","reformat-the-string","1532","Easy","false","false","0"
"1434","Number of Ways to Wear Different Hats to Each Other","number-of-ways-to-wear-different-hats-to-each-other","1531","Hard","false","false","0"
"1433","Check If a String Can Break Another String","check-if-a-string-can-break-another-string","1530","Medium","false","false","0"
"1432","Max Difference You Can Get From Changing an Integer","max-difference-you-can-get-from-changing-an-integer","1529","Medium","false","false","0"
"1431","Kids With the Greatest Number of Candies","kids-with-the-greatest-number-of-candies","1528","Easy","false","false","0"
"1411","Number of Ways to Paint N × 3 Grid","number-of-ways-to-paint-n-3-grid","1527","Hard","false","false","0"
"1410","HTML Entity Parser","html-entity-parser","1526","Medium","false","false","0"
"1409","Queries on a Permutation With Key","queries-on-a-permutation-with-key","1525","Medium","false","false","0"
"1408","String Matching in an Array","string-matching-in-an-array","1524","Easy","false","false","0"
"1406","Stone Game III","stone-game-iii","1522","Hard","false","false","0"
"1404","Number of Steps to Reduce a Number in Binary Representation to One","number-of-steps-to-reduce-a-number-in-binary-representation-to-one","1520","Medium","false","false","0"
"1403","Minimum Subsequence in Non-Increasing Order","minimum-subsequence-in-non-increasing-order","1519","Easy","false","false","0"
"1416","Restore The Array","restore-the-array","1517","Hard","false","false","0"
"1415","The k-th Lexicographical String of All Happy Strings of Length n","the-k-th-lexicographical-string-of-all-happy-strings-of-length-n","1516","Medium","false","false","0"
"1414","Find the Minimum Number of Fibonacci Numbers Whose Sum Is K","find-the-minimum-number-of-fibonacci-numbers-whose-sum-is-k","1515","Medium","false","false","0"
"1413","Minimum Value to Get Positive Step by Step Sum","minimum-value-to-get-positive-step-by-step-sum","1514","Easy","false","false","0"
"1397","Find All Good Strings","find-all-good-strings","1513","Hard","false","false","0"
"1396","Design Underground System","design-underground-system","1512","Medium","false","false","0"
"1395","Count Number of Teams","count-number-of-teams","1511","Medium","false","false","0"
"1394","Find Lucky Integer in an Array","find-lucky-integer-in-an-array","1510","Easy","false","false","0"
"1392","Longest Happy Prefix","longest-happy-prefix","1508","Hard","false","false","0"
"1391","Check if There is a Valid Path in a Grid","check-if-there-is-a-valid-path-in-a-grid","1507","Medium","false","false","0"
"1389","Create Target Array in the Given Order","create-target-array-in-the-given-order","1505","Easy","false","false","0"
"1402","Reducing Dishes","reducing-dishes","1503","Hard","false","false","0"
"1400","Construct K Palindrome Strings","construct-k-palindrome-strings","1502","Medium","false","false","0"
"1401","Circle and Rectangle Overlapping","circle-and-rectangle-overlapping","1501","Medium","false","false","0"
"1399","Count Largest Group","count-largest-group","1500","Easy","false","false","0"
"1383","Maximum Performance of a Team","maximum-performance-of-a-team","1499","Hard","false","false","0"
"1379","Find a Corresponding Node of a Binary Tree in a Clone of That Tree","find-a-corresponding-node-of-a-binary-tree-in-a-clone-of-that-tree","1498","Easy","false","false","0"
"1381","Design a Stack With Increment Operation","design-a-stack-with-increment-operation","1497","Medium","false","false","0"
"1380","Lucky Numbers in a Matrix","lucky-numbers-in-a-matrix","1496","Easy","false","false","0"
"1377","Frog Position After T Seconds","frog-position-after-t-seconds","1493","Hard","false","false","0"
"1376","Time Needed to Inform All Employees","time-needed-to-inform-all-employees","1492","Medium","false","false","0"
"1375","Number of Times Binary String Is Prefix-Aligned","number-of-times-binary-string-is-prefix-aligned","1491","Medium","false","false","0"
"1374","Generate a String With Characters That Have Odd Counts","generate-a-string-with-characters-that-have-odd-counts","1490","Easy","false","false","0"
"1388","Pizza With 3n Slices","pizza-with-3n-slices","1489","Hard","false","false","0"
"1387","Sort Integers by The Power Value","sort-integers-by-the-power-value","1488","Medium","false","false","0"
"1386","Cinema Seat Allocation","cinema-seat-allocation","1487","Medium","false","false","0"
"1385","Find the Distance Value Between Two Arrays","find-the-distance-value-between-two-arrays","1486","Easy","false","false","0"
"1368","Minimum Cost to Make at Least One Valid Path in a Grid","minimum-cost-to-make-at-least-one-valid-path-in-a-grid","1485","Hard","false","false","0"
"1367","Linked List in Binary Tree","linked-list-in-binary-tree","1484","Medium","false","false","0"
"1366","Rank Teams by Votes","rank-teams-by-votes","1483","Medium","false","false","0"
"1365","How Many Numbers Are Smaller Than the Current Number","how-many-numbers-are-smaller-than-the-current-number","1482","Easy","false","false","0"
"1354","Construct Target Array With Multiple Sums","construct-target-array-with-multiple-sums","1479","Hard","false","false","0"
"1353","Maximum Number of Events That Can Be Attended","maximum-number-of-events-that-can-be-attended","1478","Medium","false","false","0"
"1352","Product of the Last K Numbers","product-of-the-last-k-numbers","1477","Medium","false","false","0"
"1351","Count Negative Numbers in a Sorted Matrix","count-negative-numbers-in-a-sorted-matrix","1476","Easy","false","false","0"
"1373","Maximum Sum BST in Binary Tree","maximum-sum-bst-in-binary-tree","1475","Hard","false","false","0"
"1372","Longest ZigZag Path in a Binary Tree","longest-zigzag-path-in-a-binary-tree","1474","Medium","false","false","0"
